Year Month,Postal Code,Customer Class,Total Gallons
201409,78745,Irrigation - Commercial,7348000
201409,78746,Irrigation - City of Austin,297600
201409,78746,City of Austin,1673800
201409,78746,Irrigation - Commercial,6111700
201409,78746,Commercial,19123500
201409,78746,Wholesale,170840900
201409,78747,Commercial,6859700
201409,78747,Wholesale,4229300
201409,78747,Irrigation - Commercial,6712100
201409,78747,Austin Water Utility,0
201409,78748,Irrigation - City of Austin,9500
201409,78748,Commercial,17114000
201409,78748,City of Austin,40300
201409,78748,Wholesale,559700
201409,78748,Irrigation - Commercial,8822500
201409,78749,Irrigation - City of Austin,2600
201409,78749,Austin Water Utility,300
201409,78749,Wholesale,3620500
201409,78749,City of Austin,255400
201409,78749,Irrigation - Commercial,12443000
201409,78749,Commercial,13964800
201409,78750,City of Austin,103400
201409,78750,Austin Water Utility,575900
201409,78750,Irrigation - Commercial,7820700
201409,78750,Irrigation - City of Austin,10700
201409,78750,Commercial,10438100
201409,78751,Irrigation - City of Austin,4800
201409,78751,City of Austin,808500
201409,78751,Irrigation - Commercial,607700
201409,78751,Commercial,22237700
201409,78752,City of Austin,953700
201409,78752,Irrigation - Commercial,3088200
201409,78752,Irrigation - City of Austin,0
201409,78752,Commercial,27366100
201409,78753,Austin Water Utility,800
201409,78753,Commercial,36385100
201409,78753,Irrigation - Commercial,13917700
201409,78753,Irrigation - City of Austin,351100
201409,78753,City of Austin,26500
201409,78754,Austin Water Utility,24400
201409,78754,Large Volume,139061300
201409,78754,Irrigation - City of Austin,24600
201409,78754,Irrigation - Commercial,7649200
201409,78754,City of Austin,1118400
201409,78754,Commercial,15192200
201409,78756,Austin Water Utility,27300
201409,78756,Commercial,11449000
201409,78756,Irrigation - City of Austin,0
201409,78756,Irrigation - Commercial,710600
201409,78756,City of Austin,131200
201409,78757,Irrigation - City of Austin,17900
201409,78757,City of Austin,1951300
201409,78757,Commercial,20724000
201409,78757,Irrigation - Commercial,1304400
201409,78758,Irrigation - City of Austin,3172300
201409,78758,Commercial,62638100
201409,78758,City of Austin,4046400
201409,78758,Irrigation - Commercial,17897300
201409,78759,Austin Water Utility,0
201409,78759,City of Austin,131600
201409,78759,Commercial,46107900
201409,78759,Irrigation - Commercial,14857300
201409,78759,Irrigation - City of Austin,1400
201410,78613,Irrigation - Commercial,2380900
201410,78613,Commercial,4240200
201410,78617,Commercial,12859000
201410,78617,Irrigation - City of Austin,0
201410,78617,Irrigation - Commercial,1840500
201410,78617,Austin Water Utility,186300
201410,78617,City of Austin,8324200
201410,78640,Commercial,290800
201410,78652,Commercial,597900
201410,78652,Irrigation - Commercial,40700
201410,78653,Wholesale,0
201410,78653,Commercial,127300
201410,78653,Irrigation - Commercial,465400
201410,78660,Irrigation - Commercial,2409200
201410,78660,Wholesale,24063000
201410,78660,Commercial,4410300
201410,78701,Large Volume,748000
201410,78701,City of Austin,9464900
201410,78701,Commercial,76179400
201410,78701,Irrigation - City of Austin,638600
201410,78701,Irrigation - Commercial,2038400
201410,78701,Austin Water Utility,240000
201410,78702,City of Austin,3340900
201410,78702,Austin Water Utility,13800
201410,78702,Irrigation - City of Austin,569000
201410,78702,Commercial,25994800
201410,78702,Irrigation - Commercial,2275900
201410,78703,City of Austin,2067200
201410,78703,Irrigation - Commercial,2511600
201410,78703,Commercial,12989700
201410,78703,Irrigation - City of Austin,260500
201410,78703,Austin Water Utility,10600
201410,78704,Commercial,34896600
201410,78704,Austin Water Utility,48000
201410,78704,City of Austin,1901100
201410,78704,Irrigation - City of Austin,608000
201410,78704,Irrigation - Commercial,5523700
201410,78705,City of Austin,132800
201410,78705,Irrigation - City of Austin,141600
201410,78705,Large Volume,3047900
201410,78705,Commercial,31257000
201410,78705,Irrigation - Commercial,6225000
201410,78712,Irrigation - Commercial,584800
201410,78712,Commercial,10515500
201410,78712,Irrigation - City of Austin,0
201410,78712,Large Volume,16728200
201410,78712,Irrigation - Large Volume,19659000
201410,78717,Irrigation - City of Austin,16100
201410,78717,Irrigation - Commercial,5467800
201410,78717,City of Austin,6000
201410,78717,Commercial,5433800
201410,78719,City of Austin,3265400
201410,78719,Austin Water Utility,592100
201410,78719,Irrigation - City of Austin,205300
201410,78719,Commercial,4575800
201410,78719,Irrigation - Commercial,926400
201410,78719,Wholesale,1993000
201410,78721,Austin Water Utility,7200
201410,78721,City of Austin,522900
201410,78721,Irrigation - Commercial,682000
201410,78721,Irrigation - City of Austin,31800
201410,78721,Commercial,7560100
201410,78722,City of Austin,29600
201410,78722,Irrigation - City of Austin,92300
201410,78722,Commercial,4660400
201410,78722,Irrigation - Commercial,826000
201410,78723,Irrigation - Commercial,4217900
201410,78723,Irrigation - City of Austin,317900
201410,78723,Austin Water Utility,42600
201410,78723,City of Austin,3986600
201410,78723,Commercial,16683800
201410,78724,Irrigation - Commercial,6196300
201410,78724,Commercial,7337900
201410,78724,City of Austin,6295600
201410,78724,Austin Water Utility,0
201410,78724,Irrigation - City of Austin,0
201410,78725,Wholesale,888600
201410,78725,Austin Water Utility,166400
201410,78725,Large Volume,34574000
201410,78725,City of Austin,300400
201410,78725,Commercial,5127600
201410,78725,Irrigation - Commercial,294400
201410,78726,City of Austin,9000
201410,78726,Irrigation - Commercial,4072000
201410,78726,Commercial,7205500
201410,78726,Austin Water Utility,0
201410,78727,Irrigation - City of Austin,7000
201410,78727,Irrigation - Commercial,9785900
201410,78727,City of Austin,33100
201410,78727,Commercial,17772800
201410,78728,Large Volume,10245000
201410,78728,Wholesale,41748500
201410,78728,Commercial,4267900
201410,78728,Irrigation - Commercial,4153400
201410,78729,Wholesale,33790900
201410,78729,Commercial,13537200
201410,78729,Irrigation - Commercial,5483200
201410,78729,City of Austin,10300
201410,78729,Irrigation - City of Austin,0
201410,78730,Commercial,3323000
201410,78730,Irrigation - Commercial,3986900
201410,78731,Austin Water Utility,0
201410,78731,City of Austin,264500
201410,78731,Commercial,16816900
201410,78731,Irrigation - City of Austin,12000
201410,78731,Irrigation - Commercial,4384000
201410,78732,Austin Water Utility,1410500
201410,78732,Commercial,95900
201410,78732,City of Austin,0
201410,78735,Irrigation - Commercial,4026000
201410,78735,City of Austin,240000
201410,78735,Wholesale,438500
201410,78735,Austin Water Utility,0
201410,78735,Commercial,8561800
201410,78735,Large Volume,24568000
201410,78736,Irrigation - Commercial,179700
201410,78736,Commercial,1340500
201410,78737,Wholesale,452800
201410,78737,Commercial,347000
201410,78737,Irrigation - Commercial,573200
201410,78739,City of Austin,9000
201410,78739,Irrigation - City of Austin,11100
201410,78739,Wholesale,9724600
201410,78739,Commercial,3625100
201410,78739,Irrigation - Commercial,3480200
201410,78739,Austin Water Utility,125100
201410,78741,Commercial,18577100
201410,78741,Austin Water Utility,0
201410,78741,Irrigation - City of Austin,804200
201410,78741,Irrigation - Commercial,4977200
201410,78741,Large Volume,32799000
201410,78741,City of Austin,519100
201410,78742,Austin Water Utility,0
201410,78742,Commercial,451200
201410,78742,Irrigation - Commercial,52200
201410,78744,Commercial,33379700
201410,78744,Irrigation - City of Austin,2439300
201410,78744,Irrigation - Commercial,9450300
201410,78744,City of Austin,510100
201410,78744,Wholesale,2450000
201410,78744,Austin Water Utility,396300
201410,78745,City of Austin,383300
201410,78745,Commercial,27090000
201410,78745,Irrigation - City of Austin,123900
201410,78745,Irrigation - Commercial,5197800
201410,78745,Wholesale,9412500
201410,78746,Wholesale,116589000
201410,78746,City of Austin,1850200
201410,78746,Irrigation - Commercial,3942300
201410,78746,Commercial,14519900
201410,78746,Irrigation - City of Austin,106200
201410,78747,Irrigation - Commercial,3193200
201410,78747,Austin Water Utility,0
201410,78747,Commercial,3659900
201410,78747,Wholesale,3368000
201410,78748,Commercial,13346700
201410,78748,Irrigation - City of Austin,37100
201410,78748,Irrigation - Commercial,6267100
201410,78748,Wholesale,468000
201410,78748,City of Austin,33300
201410,78749,Irrigation - Commercial,9518000
201410,78749,Austin Water Utility,3300
201410,78749,Commercial,11152700
201410,78749,Wholesale,2598300
201410,78749,Irrigation - City of Austin,3000
201410,78749,City of Austin,176700
201410,78750,Commercial,9473400
201410,78750,Irrigation - Commercial,5913200
201410,78750,City of Austin,157500
201410,78750,Irrigation - City of Austin,8300
201410,78750,Austin Water Utility,646500
201410,78751,City of Austin,90400
201410,78751,Irrigation - Commercial,672100
201410,78751,Commercial,17031000
201410,78751,Irrigation - City of Austin,1900
201410,78752,Irrigation - Commercial,2687100
201410,78752,Commercial,24800700
201410,78752,Irrigation - City of Austin,0
201410,78752,City of Austin,885000
201410,78753,Irrigation - Commercial,11467300
201410,78753,City of Austin,20200
201410,78753,Austin Water Utility,500
201410,78753,Commercial,30918100
201410,78753,Irrigation - City of Austin,481400
201410,78754,Irrigation - Commercial,5877300
201410,78754,Irrigation - City of Austin,0
201410,78754,City of Austin,337600
201410,78754,Commercial,12550200
201410,78754,Large Volume,115874500
201410,78754,Austin Water Utility,39900
201410,78756,Austin Water Utility,33700
201410,78756,Commercial,9590600
201410,78756,Irrigation - City of Austin,0
201410,78756,City of Austin,53600
201410,78756,Irrigation - Commercial,541900
201410,78757,City of Austin,302300
201410,78757,Irrigation - City of Austin,24200
201410,78757,Irrigation - Commercial,1039600
201410,78757,Commercial,17746600
201410,78758,Irrigation - Commercial,13051800
201410,78758,City of Austin,2141200
201410,78758,Commercial,55051600
201410,78758,Irrigation - City of Austin,2269000
201410,78759,City of Austin,91800
201410,78759,Irrigation - City of Austin,500
201410,78759,Austin Water Utility,0
201410,78759,Commercial,42097500
201410,78759,Irrigation - Commercial,14510000
201411,78613,Commercial,3773000
201411,78613,Irrigation - Commercial,4340800
201411,78617,Irrigation - City of Austin,0
201411,78617,Austin Water Utility,115600
201411,78617,Commercial,13786200
201411,78617,Irrigation - Commercial,1907200
201411,78617,City of Austin,5120500
201411,78640,Commercial,201800
201411,78652,Commercial,2113700
201411,78652,Irrigation - Commercial,73400
201411,78653,Commercial,192600
201411,78653,Wholesale,0
201411,78653,Irrigation - Commercial,243000
201411,78660,Irrigation - Commercial,1996100
201411,78660,Wholesale,24824400
201411,78660,Commercial,4491700
201411,78681,Commercial,180300
201411,78701,City of Austin,7210700
201411,78701,Large Volume,1357000
201411,78701,Austin Water Utility,157000
201411,78701,Commercial,71832600
201411,78701,Irrigation - Commercial,3149700
201411,78701,Irrigation - City of Austin,651200
201411,78702,Commercial,24961400
201411,78702,Irrigation - Commercial,1837100
201411,78702,Irrigation - City of Austin,782300
201411,78702,Austin Water Utility,0
201411,78702,City of Austin,4365300
201411,78703,Irrigation - Commercial,2163400
201411,78703,City of Austin,1940800
201411,78703,Commercial,18834400
201411,78703,Irrigation - City of Austin,252700
201411,78703,Austin Water Utility,13000
201411,78704,Irrigation - Commercial,5438100
201411,78704,Austin Water Utility,17300
201411,78704,Irrigation - City of Austin,659400
201411,78704,Commercial,37081500
201411,78704,City of Austin,1925900
201411,78705,City of Austin,206300
201411,78705,Irrigation - Commercial,4596400
201411,78705,Large Volume,3288100
201411,78705,Irrigation - City of Austin,163500
201411,78705,Commercial,30924900
201411,78712,Irrigation - Large Volume,19956000
201411,78712,Large Volume,18855500
201411,78712,Commercial,8267400
201411,78712,Irrigation - City of Austin,0
201411,78712,Irrigation - Commercial,471400
201411,78717,Irrigation - City of Austin,0
201411,78717,Irrigation - Commercial,6991100
201411,78717,City of Austin,6300
201411,78717,Commercial,5283600
201411,78719,City of Austin,3196200
201411,78719,Irrigation - Commercial,1254200
201411,78719,Austin Water Utility,629500
201411,78719,Commercial,6716100
201411,78719,Irrigation - City of Austin,34400
201411,78719,Wholesale,1825800
201411,78721,Irrigation - City of Austin,30000
201411,78721,Commercial,7611200
201411,78721,Irrigation - Commercial,883200
201411,78721,Austin Water Utility,8100
201411,78721,City of Austin,446100
201411,78722,Commercial,5144200
201411,78722,Irrigation - Commercial,769000
201411,78722,Irrigation - City of Austin,15600
201411,78722,City of Austin,12500
201411,78723,City of Austin,3136000
201411,78723,Irrigation - City of Austin,330200
201411,78723,Austin Water Utility,45600
201411,78723,Commercial,17906900
201411,78723,Irrigation - Commercial,4449400
201411,78724,Commercial,8099300
201411,78724,Irrigation - City of Austin,100
201411,78724,Irrigation - Commercial,5265600
201411,78724,City of Austin,6553300
201411,78724,Austin Water Utility,0
201411,78725,Commercial,5104500
201411,78725,Large Volume,36889000
201411,78725,Austin Water Utility,138200
201411,78725,City of Austin,314300
201411,78725,Irrigation - Commercial,294900
201411,78725,Wholesale,893000
201411,78726,Austin Water Utility,0
201411,78726,Commercial,8402500
201411,78726,Irrigation - Commercial,3917800
201411,78726,City of Austin,12000
201411,78727,Commercial,18543000
201411,78727,Irrigation - Commercial,7642400
201411,78727,Irrigation - City of Austin,9400
201411,78727,City of Austin,35100
201411,78728,Wholesale,41097700
201411,78728,Irrigation - Commercial,3085000
201411,78728,Commercial,19552600
201411,78729,City of Austin,8800
201411,78729,Wholesale,34872500
201411,78729,Commercial,13173800
201411,78729,Irrigation - City of Austin,0
201411,78729,Irrigation - Commercial,5809500
201411,78730,Irrigation - Commercial,3870200
201411,78730,Commercial,3130200
201411,78731,Commercial,15050700
201411,78731,Irrigation - Commercial,3626100
201411,78731,Austin Water Utility,100
201411,78731,Irrigation - City of Austin,14100
